"observation","specname","north","west","east","south","hemisphere","latitude","longitude","carp_color","spore_color","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","t_texture","drainage","ref_depth","awc_class","phase1","phase2","roots","il","swr","add_prop","t_gravel","t_sand","t_silt","t_clay","t_usda_tex_class","t_ref_bulk_density","t_bulk_density","t_oc","t_ph_h2o","t_cec_clay","t_cec_soil","t_bs","t_teb","t_caco3","t_caso4","t_esp","t_ece","s_gravel","s_sand","s_silt","s_clay","s_usda_tex_class","s_ref_bulk_density","s_bulk_density","s_oc","s_ph_h2o","s_cec_clay","s_cec_soil","s_bs","s_teb","s_caco3","s_caso4","s_esp","s_ece","FOR_2000","GRS_2000","NVG_2000","sq1","sq2","sq3","sq4","sq5","sq6","sq7","URB_2000","WAT_2000"
"12275",28382,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",41.4831,123.519,123.492,41.4613,"WN",41.4722,-123.5055,0,0,119,156,49,5709,311,-6,317,54,193,194,50,1403,257,6,79,731,42,53,700,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,91.0170211791992,8.95267868041992,0,2,2,1,1,1,1,1,0.030299998819828,0
"12290",158913,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",38.0375,122.751,122.7,37.9832,"WN",38.01035,-122.7255,0,0,131,112,56,3271,239,40,199,95,169,173,90,1039,219,2,90,565,13,18,558,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,74.3958511352539,19.8488845825195,0,1,1,1,1,1,1,1,0.941999971866608,0
"12295",28877,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",37.3343,122.186,122.174,37.326,"WN",37.33015,-122.18,0,0,129,119,54,3783,253,34,219,87,176,181,87,894,176,2,86,468,13,17,468,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,70.5123748779297,16.5196399688721,0,1,1,1,1,1,1,1,0.578400015830994,0
"12296",28144,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",39.3192,123.815,123.767,39.3004,"WN",39.3098,-123.791,0,0,111,108,59,2662,211,29,182,83,143,145,77,1114,199,4,81,562,22,35,552,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,51.4287033081055,6.78139352798462,0,2,2,1,1,1,1,1,0.747099995613098,37.9883995056152
"12327",27872,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",37.0072,121.906,121.839,36.9581,"WN",36.98265,-121.8725,0,0,139,129,59,3252,250,34,216,98,176,180,98,651,139,2,90,357,7,12,357,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,56.1570701599121,5.64937496185303,0,1,1,1,1,1,1,1,3.9869692325592,31
"12329",140268,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",37.0035,122.07,122.048,36.9773,"WN",36.9904,-122.059,0,0,135,120,60,2837,237,40,197,100,167,171,100,769,170,2,91,432,9,14,432,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,11.8760414123535,1.16815710067749,0,1,1,1,1,1,1,1,42.9430084228516,44
"12334",27767,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",38.5033,122.922,122.89,38.4724,"WN",38.48785,-122.906,0,0,137,148,58,3939,280,25,255,86,183,186,86,1059,233,2,91,590,12,20,590,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,54.4247360229492,11.6650390625,0,1,1,1,1,1,1,1,0,0
"13168",15791,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",37.8967,122.552,122.532,37.8796,"WN",37.88815,-122.542,0,0,137,97,53,3121,231,49,182,102,172,176,97,962,198,2,89,517,13,17,508,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,62.2555770874023,6.12362289428711,0,2,2,2,2,2,2,2,19.8613758087158,11.7477998733521
"13171",15707,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",37.9233,122.279,122.217,37.8761,"WN",37.8997,-122.248,0,0,141,109,53,3690,252,47,205,95,183,188,95,715,148,1,87,375,9,13,375,2,4,100,1,NA,NA,NA,NA,NA,0,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,0,1,0.1,39.4408874511719,3.87951064109802,0,1,1,1,1,1,1,1,51.8397407531738,4.83419990539551
"13181",15604,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",37.3343,122.186,122.174,37.326,"WN",37.33015,-122.18,0,0,129,119,54,3783,253,34,219,87,176,181,87,894,176,2,86,468,13,17,468,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,70.5123748779297,16.5196399688721,0,1,1,1,1,1,1,1,0.578400015830994,0
"13210",15227,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",37.3343,122.186,122.174,37.326,"WN",37.33015,-122.18,0,0,129,119,54,3783,253,34,219,87,176,181,87,894,176,2,86,468,13,17,468,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,70.5123748779297,16.5196399688721,0,1,1,1,1,1,1,1,0.578400015830994,0
"13212",14770,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",38.0048,122.658,122.597,37.9669,"WN",37.98585,-122.6275,0,0,130,109,54,3404,240,41,199,94,170,175,89,1069,220,2,88,574,13,20,564,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,78.640510559082,7.73528957366943,0,1,1,1,1,1,1,1,13.6241998672485,0
"13230",14353,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",41.4831,123.519,123.492,41.4613,"WN",41.4722,-123.5055,0,0,119,156,49,5709,311,-6,317,54,193,194,50,1403,257,6,79,731,42,53,700,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,91.0170211791992,8.95267868041992,0,2,2,1,1,1,1,1,0.030299998819828,0
"13251",14971,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",39.8702,121.614,121.564,39.8033,"WN",39.83675,-121.589,0,0,131,146,45,6173,319,0,319,64,212,212,59,1429,276,2,82,732,24,24,730,2,4,100,3,1,NA,NA,NA,NA,0,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,0,1,0.1,87.2966995239258,9.99964332580566,0,1,1,2,1,1,1,2,1.89049994945526,0
"13252",13960,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",38.5923,123.343,123.283,38.5584,"WN",38.57535,-123.313,0,0,119,110,60,2590,219,37,182,92,148,153,88,1095,217,3,86,579,16,28,561,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,40.8692893981934,4.02001047134399,0,1,1,1,1,1,1,1,0.110699996352196,55
"13254",13944,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",41.4831,123.519,123.492,41.4613,"WN",41.4722,-123.5055,0,0,119,156,49,5709,311,-6,317,54,193,194,50,1403,257,6,79,731,42,53,700,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,91.0170211791992,8.95267868041992,0,2,2,1,1,1,1,1,0.030299998819828,0
"13256",13936,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",41.4831,123.519,123.492,41.4613,"WN",41.4722,-123.5055,0,0,119,156,49,5709,311,-6,317,54,193,194,50,1403,257,6,79,731,42,53,700,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,91.0170211791992,8.95267868041992,0,2,2,1,1,1,1,1,0.030299998819828,0
"13257",13934,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",41.4831,123.519,123.492,41.4613,"WN",41.4722,-123.5055,0,0,119,156,49,5709,311,-6,317,54,193,194,50,1403,257,6,79,731,42,53,700,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,91.0170211791992,8.95267868041992,0,2,2,1,1,1,1,1,0.030299998819828,0
"13258",13932,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",41.4831,123.519,123.492,41.4613,"WN",41.4722,-123.5055,0,0,119,156,49,5709,311,-6,317,54,193,194,50,1403,257,6,79,731,42,53,700,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,91.0170211791992,8.95267868041992,0,2,2,1,1,1,1,1,0.030299998819828,0
"13262",13907,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",38.5923,123.343,123.283,38.5584,"WN",38.57535,-123.313,0,0,119,110,60,2590,219,37,182,92,148,153,88,1095,217,3,86,579,16,28,561,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,40.8692893981934,4.02001047134399,0,1,1,1,1,1,1,1,0.110699996352196,55
"13268",13850,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",41.4831,123.519,123.492,41.4613,"WN",41.4722,-123.5055,0,0,119,156,49,5709,311,-6,317,54,193,194,50,1403,257,6,79,731,42,53,700,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,91.0170211791992,8.95267868041992,0,2,2,1,1,1,1,1,0.030299998819828,0
"13274",13540,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",39.3192,123.815,123.767,39.3004,"WN",39.3098,-123.791,0,0,111,108,59,2662,211,29,182,83,143,145,77,1114,199,4,81,562,22,35,552,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,51.4287033081055,6.78139352798462,0,2,2,1,1,1,1,1,0.747099995613098,37.9883995056152
"13275",13840,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",41.4831,123.519,123.492,41.4613,"WN",41.4722,-123.5055,0,0,119,156,49,5709,311,-6,317,54,193,194,50,1403,257,6,79,731,42,53,700,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,91.0170211791992,8.95267868041992,0,2,2,1,1,1,1,1,0.030299998819828,0
"13705",7452,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",41.383,123.434,123.408,41.3678,"WN",41.3754,-123.421,0,0,113,160,48,5908,310,-17,327,46,190,191,42,1240,227,6,78,644,42,52,611,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,90.9813385009766,8.94916152954102,0,2,2,1,1,1,1,1,0.0694999992847443,0
"13707",7448,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",41.383,123.434,123.408,41.3678,"WN",41.3754,-123.421,0,0,113,160,48,5908,310,-17,327,46,190,191,42,1240,227,6,78,644,42,52,611,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,90.9813385009766,8.94916152954102,0,2,2,1,1,1,1,1,0.0694999992847443,0
"13708",7446,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",41.383,123.434,123.408,41.3678,"WN",41.3754,-123.421,0,0,113,160,48,5908,310,-17,327,46,190,191,42,1240,227,6,78,644,42,52,611,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,90.9813385009766,8.94916152954102,0,2,2,1,1,1,1,1,0.0694999992847443,0
"13710",7444,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",41.383,123.434,123.408,41.3678,"WN",41.3754,-123.421,0,0,113,160,48,5908,310,-17,327,46,190,191,42,1240,227,6,78,644,42,52,611,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,90.9813385009766,8.94916152954102,0,2,2,1,1,1,1,1,0.0694999992847443,0
"13716",7413,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",41.383,123.434,123.408,41.3678,"WN",41.3754,-123.421,0,0,113,160,48,5908,310,-17,327,46,190,191,42,1240,227,6,78,644,42,52,611,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,90.9813385009766,8.94916152954102,0,2,2,1,1,1,1,1,0.0694999992847443,0
"13717",7412,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",41.383,123.434,123.408,41.3678,"WN",41.3754,-123.421,0,0,113,160,48,5908,310,-17,327,46,190,191,42,1240,227,6,78,644,42,52,611,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,90.9813385009766,8.94916152954102,0,2,2,1,1,1,1,1,0.0694999992847443,0
"13718",7408,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",41.383,123.434,123.408,41.3678,"WN",41.3754,-123.421,0,0,113,160,48,5908,310,-17,327,46,190,191,42,1240,227,6,78,644,42,52,611,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,90.9813385009766,8.94916152954102,0,2,2,1,1,1,1,1,0.0694999992847443,0
"13719",7407,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",41.383,123.434,123.408,41.3678,"WN",41.3754,-123.421,0,0,113,160,48,5908,310,-17,327,46,190,191,42,1240,227,6,78,644,42,52,611,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,90.9813385009766,8.94916152954102,0,2,2,1,1,1,1,1,0.0694999992847443,0
"13721",7404,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",41.383,123.434,123.408,41.3678,"WN",41.3754,-123.421,0,0,113,160,48,5908,310,-17,327,46,190,191,42,1240,227,6,78,644,42,52,611,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,90.9813385009766,8.94916152954102,0,2,2,1,1,1,1,1,0.0694999992847443,0
"13722",7403,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",41.383,123.434,123.408,41.3678,"WN",41.3754,-123.421,0,0,113,160,48,5908,310,-17,327,46,190,191,42,1240,227,6,78,644,42,52,611,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,90.9813385009766,8.94916152954102,0,2,2,1,1,1,1,1,0.0694999992847443,0
"13831",5367,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",37.3343,122.186,122.174,37.326,"WN",37.33015,-122.18,0,0,129,119,54,3783,253,34,219,87,176,181,87,894,176,2,86,468,13,17,468,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,70.5123748779297,16.5196399688721,0,1,1,1,1,1,1,1,0.578400015830994,0
"13845",15530,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",38.5923,123.343,123.283,38.5584,"WN",38.57535,-123.313,0,0,119,110,60,2590,219,37,182,92,148,153,88,1095,217,3,86,579,16,28,561,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,40.8692893981934,4.02001047134399,0,1,1,1,1,1,1,1,0.110699996352196,55
"13848",5155,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",39.2307,123.774,123.762,39.2217,"WN",39.2262,-123.768,0,0,113,106,60,2532,208,32,176,86,143,146,81,1080,194,4,81,548,21,34,536,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,18.7812175750732,3.3702597618103,0,2,2,1,1,1,1,1,0.235842883586884,76
"13855",4988,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",38.5923,123.343,123.283,38.5584,"WN",38.57535,-123.313,0,0,119,110,60,2590,219,37,182,92,148,153,88,1095,217,3,86,579,16,28,561,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,40.8692893981934,4.02001047134399,0,1,1,1,1,1,1,1,0.110699996352196,55
"13856",4987,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",38.5923,123.343,123.283,38.5584,"WN",38.57535,-123.313,0,0,119,110,60,2590,219,37,182,92,148,153,88,1095,217,3,86,579,16,28,561,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,40.8692893981934,4.02001047134399,0,1,1,1,1,1,1,1,0.110699996352196,55
"13862",15554,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",38.5923,123.343,123.283,38.5584,"WN",38.57535,-123.313,0,0,119,110,60,2590,219,37,182,92,148,153,88,1095,217,3,86,579,16,28,561,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,40.8692893981934,4.02001047134399,0,1,1,1,1,1,1,1,0.110699996352196,55
"13864",4895,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",37.3343,122.186,122.174,37.326,"WN",37.33015,-122.18,0,0,129,119,54,3783,253,34,219,87,176,181,87,894,176,2,86,468,13,17,468,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,70.5123748779297,16.5196399688721,0,1,1,1,1,1,1,1,0.578400015830994,0
"13867",4867,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",37.2776,122.226,122.161,37.2287,"WN",37.25315,-122.1935,0,0,132,120,55,3532,250,35,215,91,175,179,91,852,173,2,87,451,11,15,451,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,70.5123748779297,16.5196399688721,0,1,1,1,1,1,1,1,0.578400015830994,0
"14063",1939,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",37.3343,122.186,122.174,37.326,"WN",37.33015,-122.18,0,0,129,119,54,3783,253,34,219,87,176,181,87,894,176,2,86,468,13,17,468,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,70.5123748779297,16.5196399688721,0,1,1,1,1,1,1,1,0.578400015830994,0
"14071",1865,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",37.3343,122.186,122.174,37.326,"WN",37.33015,-122.18,0,0,129,119,54,3783,253,34,219,87,176,181,87,894,176,2,86,468,13,17,468,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,70.5123748779297,16.5196399688721,0,1,1,1,1,1,1,1,0.578400015830994,0
"14089",1675,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",37.3343,122.186,122.174,37.326,"WN",37.33015,-122.18,0,0,129,119,54,3783,253,34,219,87,176,181,87,894,176,2,86,468,13,17,468,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,70.5123748779297,16.5196399688721,0,1,1,1,1,1,1,1,0.578400015830994,0
"14095",1563,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",38.5923,123.343,123.283,38.5584,"WN",38.57535,-123.313,0,0,119,110,60,2590,219,37,182,92,148,153,88,1095,217,3,86,579,16,28,561,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,40.8692893981934,4.02001047134399,0,1,1,1,1,1,1,1,0.110699996352196,55
"14110",1438,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",39.2307,123.774,123.762,39.2217,"WN",39.2262,-123.768,0,0,113,106,60,2532,208,32,176,86,143,146,81,1080,194,4,81,548,21,34,536,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,18.7812175750732,3.3702597618103,0,2,2,1,1,1,1,1,0.235842883586884,76
"14114",140249,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",37.0035,122.07,122.048,36.9773,"WN",36.9904,-122.059,0,0,135,120,60,2837,237,40,197,100,167,171,100,769,170,2,91,432,9,14,432,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,11.8760414123535,1.16815710067749,0,1,1,1,1,1,1,1,42.9430084228516,44
"14117",1136,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",40.0318,123.952,123.928,40,"WN",40.0159,-123.94,0,0,113,122,50,4141,257,17,240,68,166,168,64,1862,336,3,83,971,31,53,940,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,90.7294158935547,8.92438411712646,0,2,2,1,1,1,1,1,0.345991879701614,0
"14118",1071,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",37.3343,122.186,122.174,37.326,"WN",37.33015,-122.18,0,0,129,119,54,3783,253,34,219,87,176,181,87,894,176,2,86,468,13,17,468,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,70.5123748779297,16.5196399688721,0,1,1,1,1,1,1,1,0.578400015830994,0
"14126",990,"Amanita calyptroderma G.F. Atk. & V.G. Ballen",37.3343,122.186,122.174,37.326,"WN",37.33015,-122.18,0,0,129,119,54,3783,253,34,219,87,176,181,87,894,176,2,86,468,13,17,468,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,70.5123748779297,16.5196399688721,0,1,1,1,1,1,1,1,0.578400015830994,0
