"observation","specname","north","west","east","south","hemisphere","latitude","longitude","carp_color","spore_color","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","t_texture","drainage","ref_depth","awc_class","phase1","phase2","roots","il","swr","add_prop","t_gravel","t_sand","t_silt","t_clay","t_usda_tex_class","t_ref_bulk_density","t_bulk_density","t_oc","t_ph_h2o","t_cec_clay","t_cec_soil","t_bs","t_teb","t_caco3","t_caso4","t_esp","t_ece","s_gravel","s_sand","s_silt","s_clay","s_usda_tex_class","s_ref_bulk_density","s_bulk_density","s_oc","s_ph_h2o","s_cec_clay","s_cec_soil","s_bs","s_teb","s_caco3","s_caso4","s_esp","s_ece","FOR_2000","GRS_2000","NVG_2000","sq1","sq2","sq3","sq4","sq5","sq6","sq7","URB_2000","WAT_2000"
"2775",214133,"Amanita constricta Thiers & Ammirati",45.9739,123.993,123.957,45.9109,"NN",45.9424,-123.975,0,0,99,89,50,3287,195,18,177,64,139,143,60,2239,350,39,60,1017,163,176,961,2,4,100,3,1,NA,NA,NA,NA,0,8,41,36,23,9,1.39,1.1,2.72,5.2,54,21,24,5,0,0,1,0.1,8,44,32,24,9,1.39,1.16,1.03,5.2,38,15,30,2.5,0,0,2,0.1,51.3711090087891,6.11096668243408,0,1,1,1,1,1,1,1,3.91619992256165,37
"3025",210658,"Amanita daucipes (Mont.) Lloyd",37.8306,90.2313,90.2289,37.8295,"NN",37.83005,-90.2301,0,0,125,131,33,9035,316,-71,387,125,3,238,3,1088,115,59,18,323,213,285,213,2,4,100,1,NA,NA,NA,NA,NA,0,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,0,1,0.1,57.6301231384277,5.84680080413818,0,1,1,1,1,1,1,1,0.306100010871887,0
"5927",151168,"Amanita dulciarii Tulloss nom. prov.",39.8261,74.5513,74.5193,39.8089,"NN",39.8175,-74.5353,0,0,117,113,32,8364,294,-53,347,217,132,223,8,1128,118,79,12,319,262,313,262,1,6,100,3,NA,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,90.3281784057617,8.88491916656494,0,3,3,1,1,1,1,1,0,0
"2709",216098,"Amanita farinosa Schwein.",42.0785,78.8102,78.7397,42.0353,"NN",42.0569,-78.77495,0,0,62,117,31,8870,250,-118,368,171,-47,171,-57,1170,124,68,16,339,224,339,240,2,4,100,1,8,NA,NA,NA,NA,0,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,0,1,0.1,90.9786911010742,8.94890880584717,0,2,2,1,1,1,1,1,0.0673081949353218,0
"1247",245455,"Amanita flavoconia G.F. Atk.",45.8113,77.1485,77.131,45.7883,"NN",45.7998,-77.13975,0,0,53,113,25,10986,266,-169,435,187,-83,187,-96,824,83,50,15,238,161,238,172,1,6,100,5,1,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,27.1340274810791,9.80054569244385,0,3,3,2,1,1,1,2,19.114200592041,3.200199842453
"3317",208822,"Amanita flavoconia G.F. Atk.",38.5318,90.5473,90.5073,38.5118,"NN",38.5218,-90.5273,0,0,126,127,32,9342,318,-75,393,125,-1,242,-1,995,105,51,19,293,186,269,186,2,4,100,1,NA,NA,NA,NA,NA,0,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,0,1,0.1,38.9155807495117,3.78147792816162,0,1,1,1,1,1,1,1,15.4394006729126,0
"3455",208628,"Amanita flavoconia G.F. Atk.",39.0905,76.8129,76.7493,39.0335,"NN",39.062,-76.7811,0,0,128,117,33,8493,307,-46,353,235,16,235,16,1080,107,72,12,303,235,303,235,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,62.0612182617188,18.7685813903809,0,3,2,1,1,1,1,1,9.13179969787598,0
"5336",169585,"Amanita flavoconia G.F. Atk.",41.6562,70.6575,70.5957,41.6139,"NN",41.63505,-70.6266,0,0,100,92,28,8164,263,-60,323,21,177,204,-5,1182,119,77,12,333,253,260,311,1,6,100,3,NA,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,65.3120422363281,7.07607936859131,0,3,3,1,1,1,1,1,4.12389993667603,21.9774990081787
"5481",168078,"Amanita flavoconia G.F. Atk.",38.5333,90.59,90.5727,38.5044,"NN",38.51885,-90.58135,0,0,125,128,32,9321,318,-77,395,125,-2,241,-2,995,106,51,19,294,185,268,185,2,4,100,1,NA,NA,NA,NA,NA,0,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,0,1,0.1,38.9155807495117,3.78147792816162,0,1,1,1,1,1,1,1,15.4394006729126,0
"9917",75643,"Amanita flavoconia G.F. Atk.",45.8113,77.1485,77.131,45.7883,"NN",45.7998,-77.13975,0,0,53,113,25,10986,266,-169,435,187,-83,187,-96,824,83,50,15,238,161,238,172,1,6,100,5,1,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,27.1340274810791,9.80054569244385,0,3,3,2,1,1,1,2,19.114200592041,3.200199842453
"9967",74993,"Amanita flavoconia G.F. Atk.",45.8113,77.1485,77.131,45.7883,"NN",45.7998,-77.13975,0,0,53,113,25,10986,266,-169,435,187,-83,187,-96,824,83,50,15,238,161,238,172,1,6,100,5,1,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,27.1340274810791,9.80054569244385,0,3,3,2,1,1,1,2,19.114200592041,3.200199842453
"9968",74975,"Amanita flavoconia G.F. Atk.",45.8113,77.1485,77.131,45.7883,"NN",45.7998,-77.13975,0,0,53,113,25,10986,266,-169,435,187,-83,187,-96,824,83,50,15,238,161,238,172,1,6,100,5,1,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,27.1340274810791,9.80054569244385,0,3,3,2,1,1,1,2,19.114200592041,3.200199842453
"11044",55030,"Amanita flavoconia G.F. Atk.",45.8113,77.1485,77.131,45.7883,"NN",45.7998,-77.13975,0,0,53,113,25,10986,266,-169,435,187,-83,187,-96,824,83,50,15,238,161,238,172,1,6,100,5,1,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,27.1340274810791,9.80054569244385,0,3,3,2,1,1,1,2,19.114200592041,3.200199842453
"11245",52366,"Amanita flavoconia G.F. Atk.",45.8113,77.1485,77.131,45.7883,"NN",45.7998,-77.13975,0,0,53,113,25,10986,266,-169,435,187,-83,187,-96,824,83,50,15,238,161,238,172,1,6,100,5,1,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,27.1340274810791,9.80054569244385,0,3,3,2,1,1,1,2,19.114200592041,3.200199842453
"2739",214816,"Amanita flavoconia group",38.6416,90.7157,90.6739,38.6024,"NN",38.622,-90.6948,0,0,123,127,32,9321,315,-79,394,217,-5,238,-5,986,108,49,20,297,177,271,177,2,2,100,1,NA,NA,NA,NA,NA,0,3,36,39,25,9,1.37,1.41,1.29,5.7,51,17,84,15.3,0,0,2,0.1,4,31,35,34,5,1.31,1.39,0.51,6.9,62,25,94,22.6,4.4,0,2,0.1,77.5568313598633,8.21040821075439,0,1,1,1,1,1,1,1,1.40460002422333,0
"3533",207146,"Amanita flavoconia group",38.5492,90.6889,90.6609,38.5185,"NN",38.53385,-90.6749,0,0,124,129,32,9276,316,-78,394,217,-3,238,-3,993,109,51,19,296,181,270,181,2,2,100,1,NA,NA,NA,NA,NA,0,3,36,39,25,9,1.37,1.41,1.29,5.7,51,17,84,15.3,0,0,2,0.1,4,31,35,34,5,1.31,1.39,0.51,6.9,62,25,94,22.6,4.4,0,2,0.1,86.6873245239258,8.48446273803711,0,1,1,1,1,1,1,1,1.98500001430511,0
"7104",137985,"Amanita flavoconia group",38.5318,90.5473,90.5073,38.5118,"NN",38.5218,-90.5273,0,0,126,127,32,9342,318,-75,393,125,-1,242,-1,995,105,51,19,293,186,269,186,2,4,100,1,NA,NA,NA,NA,NA,0,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,0,1,0.1,38.9155807495117,3.78147792816162,0,1,1,1,1,1,1,1,15.4394006729126,0
"1441",244053,"Amanita flavorubens (Berk. & Mont.) Sacc.",40.3214,74.8824,74.8453,40.2926,"NN",40.307,-74.86385,0,0,112,115,32,8688,297,-62,359,215,-2,223,-2,1158,123,74,13,335,251,329,251,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,59.3679847717285,5.84270811080933,0,2,2,1,1,1,1,1,31.1079006195068,0
"3318",208821,"Amanita flavorubens (Berk. & Mont.) Sacc.",38.5318,90.5473,90.5073,38.5118,"NN",38.5218,-90.5273,0,0,126,127,32,9342,318,-75,393,125,-1,242,-1,995,105,51,19,293,186,269,186,2,4,100,1,NA,NA,NA,NA,NA,0,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,0,1,0.1,38.9155807495117,3.78147792816162,0,1,1,1,1,1,1,1,15.4394006729126,0
"7105",137972,"Amanita flavorubens (Berk. & Mont.) Sacc.",39.0825,90.9644,90.905,38.9888,"NN",39.03565,-90.9347,0,0,122,128,32,9405,318,-79,397,218,-6,239,-6,962,107,42,24,300,158,277,158,2,4,100,1,NA,NA,NA,NA,NA,0,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,0,1,0.1,72.1390991210938,7.42949295043945,0,1,1,1,1,1,1,1,0.777499973773956,0
"7246",136753,"Amanita flavorubens (Berk. & Mont.) Sacc.",37.6194,89.2286,89.1499,37.5646,"NN",37.592,-89.18925,0,0,130,120,32,8971,312,-60,372,130,194,241,8,1177,123,75,16,355,252,296,262,2,4,100,1,8,NA,NA,NA,NA,0,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,0,1,0.1,82.0263748168945,8.14905452728271,0,1,1,3,1,1,1,3,1.0978000164032,0
"7355",135480,"Amanita flavorubens (Berk. & Mont.) Sacc.",38.6416,90.7157,90.6739,38.6024,"NN",38.622,-90.6948,0,0,123,127,32,9321,315,-79,394,217,-5,238,-5,986,108,49,20,297,177,271,177,2,2,100,1,NA,NA,NA,NA,NA,0,3,36,39,25,9,1.37,1.41,1.29,5.7,51,17,84,15.3,0,0,2,0.1,4,31,35,34,5,1.31,1.39,0.51,6.9,62,25,94,22.6,4.4,0,2,0.1,77.5568313598633,8.21040821075439,0,1,1,1,1,1,1,1,1.40460002422333,0
"2638",216097,"Amanita fulva group",37.878,90.3096,90.2938,37.8722,"NN",37.8751,-90.3017,0,0,123,129,33,9029,313,-71,384,123,1,236,1,1083,114,59,18,321,209,285,209,2,4,100,1,NA,NA,NA,NA,NA,0,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,0,1,0.1,88.6780395507812,8.66960430145264,0,1,1,1,1,1,1,1,0.558399975299835,0
"137",262575,"Amanita gemmata (Fr.) Bertill.",37.8616,122.504,122.5,37.859,"NN",37.8603,-122.502,0,0,138,90,52,2827,225,55,170,105,167,172,101,846,175,2,89,452,11,15,447,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,62.2555770874023,6.12362289428711,0,2,2,2,2,2,2,2,19.8613758087158,11.7477998733521
"844",250342,"Amanita gemmata (Fr.) Bertill.",48.4774,124.245,124.218,48.4654,"NN",48.4714,-124.2315,0,0,83,84,39,4494,209,-2,211,34,140,142,29,2160,350,42,62,1000,148,177,933,1,6,100,3,NA,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,42.5074272155762,4.13068437576294,0,3,3,1,1,1,1,1,0.17459999024868,51.9827003479004
"57",266060,"Amanita gemmata group",38.0461,122.83,122.801,38.0393,"NN",38.0427,-122.8155,0,0,132,114,57,3066,239,41,198,97,165,170,92,944,203,2,90,515,12,18,514,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,74.3380279541016,23.5147933959961,0,1,1,1,1,1,1,1,0.678417444229126,0
"71",265437,"Amanita gemmata group",37.7859,122.52,122.508,37.7755,"NN",37.7807,-122.514,0,0,135,79,53,2209,211,63,148,111,155,162,106,634,135,1,89,337,9,52,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
"935",249728,"Amanita gemmata group",38.6276,123.378,123.283,38.551,"NN",38.5893,-123.3305,0,0,119,116,59,2924,226,32,194,88,153,157,84,1161,230,3,86,616,16,29,596,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,81.7371368408203,14.8206253051758,0,2,2,1,1,1,1,1,0.264599978923798,0
"5598",164666,"Amanita gemmata group",45.5074,122.311,122.27,45.4831,"NN",45.49525,-122.2905,0,0,109,104,41,5203,259,6,253,50,176,177,45,1765,267,26,54,771,144,144,721,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,50.3760452270508,18.7364864349365,0,2,2,1,1,1,1,1,2.11169981956482,0
"3027",210653,"Amanita jacksonii Pomerleau",37.8306,90.2313,90.2289,37.8295,"NN",37.83005,-90.2301,0,0,125,131,33,9035,316,-71,387,125,3,238,3,1088,115,59,18,323,213,285,213,2,4,100,1,NA,NA,NA,NA,NA,0,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,0,1,0.1,57.6301231384277,5.84680080413818,0,1,1,1,1,1,1,1,0.306100010871887,0
"4843",175619,"Amanita jacksonii Pomerleau",37.8306,90.2313,90.2289,37.8295,"NN",37.83005,-90.2301,0,0,125,131,33,9035,316,-71,387,125,3,238,3,1088,115,59,18,323,213,285,213,2,4,100,1,NA,NA,NA,NA,NA,0,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,0,1,0.1,57.6301231384277,5.84680080413818,0,1,1,1,1,1,1,1,0.306100010871887,0
"6330",145499,"Amanita kryorhodon Tulloss & Kudzma nom. prov.",44.5817,68.1372,68.1302,44.5704,"NN",44.57605,-68.1337,0,0,64,110,29,9176,253,-126,379,-28,179,179,-59,1234,139,79,16,376,248,248,331,1,6,100,5,1,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,75.9553298950195,7.47116994857788,0,3,2,2,1,1,1,2,0.635071456432343,15.9265003204346
"2406",224701,"Amanita lavendula group",46.3181,86.1127,86.078,46.2916,"NN",46.30485,-86.09535,0,0,51,107,27,9697,251,-138,389,129,-27,171,-77,807,94,37,24,260,139,239,151,1,2,100,1,NA,NA,NA,NA,NA,0,8,75,15,10,11,1.58,1.36,0.97,5.3,20,4,57,2.2,0,0,3,0.1,8,70,15,15,11,1.51,1.57,0.26,5.1,16,2,61,3.1,0,0,3,0.1,88.3076248168945,10.6857414245605,0,3,2,1,2,1,1,1,0.00619865534827113,1
"52",267332,"Amanita magniverrucata Thiers & Ammirati",38.1368,122.903,122.884,38.1223,"NN",38.12955,-122.8935,0,0,130,119,58,2984,240,38,202,92,163,167,92,949,205,2,89,518,12,18,518,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,64.305778503418,17.3393230438232,10.9868984222412,1,1,1,1,1,1,1,0.547800004482269,3.97129988670349
"1340",244761,"Amanita multisquamosa Peck",38.5327,78.155,78.1463,38.5265,"NN",38.5296,-78.15065,0,0,124,133,36,8258,304,-59,363,208,13,227,13,1062,103,69,13,300,214,300,214,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,58.6909523010254,26.4375152587891,0,3,2,1,1,1,1,1,1.1201000213623,0
"1341",244760,"Amanita multisquamosa Peck",38.5327,78.155,78.1463,38.5265,"NN",38.5296,-78.15065,0,0,124,133,36,8258,304,-59,363,208,13,227,13,1062,103,69,13,300,214,300,214,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,58.6909523010254,26.4375152587891,0,3,2,1,1,1,1,1,1.1201000213623,0
"4819",176044,"Amanita multisquamosa Peck",42.1541,88.1007,88.0628,42.1336,"NN",42.14385,-88.08175,0,0,87,108,27,10008,282,-113,395,211,-48,211,-48,909,103,33,31,306,131,306,131,2,4,100,1,NA,NA,NA,NA,NA,0,4,35,41,24,9,1.37,1.28,1.68,6.2,52,19,87,16.1,0,0,2,0.1,5,30,36,34,5,1.31,1.37,0.69,6.8,64,24,92,23.8,0.4,0,2,0.1,8.78769779205322,0.628726005554199,0,1,1,1,2,1,1,1,82.1508026123047,0
"9172",95677,"Amanita murrilliana Singer",35.5727,84.2428,84.2283,35.5613,"NN",35.567,-84.23555,0,0,142,134,39,7685,311,-31,342,55,199,238,40,1384,149,82,15,397,279,342,377,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,66.905891418457,10.7005062103271,0,3,2,1,1,1,1,1,0.80269992351532,16.8393001556396
"515",255326,"Amanita muscaria group",45.8113,77.1485,77.131,45.7883,"NN",45.7998,-77.13975,0,0,53,113,25,10986,266,-169,435,187,-83,187,-96,824,83,50,15,238,161,238,172,1,6,100,5,1,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,27.1340274810791,9.80054569244385,0,3,3,2,1,1,1,2,19.114200592041,3.200199842453
"516",255317,"Amanita muscaria group",45.8113,77.1485,77.131,45.7883,"NN",45.7998,-77.13975,0,0,53,113,25,10986,266,-169,435,187,-83,187,-96,824,83,50,15,238,161,238,172,1,6,100,5,1,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,27.1340274810791,9.80054569244385,0,3,3,2,1,1,1,2,19.114200592041,3.200199842453
"518",255300,"Amanita muscaria group",45.8113,77.1485,77.131,45.7883,"NN",45.7998,-77.13975,0,0,53,113,25,10986,266,-169,435,187,-83,187,-96,824,83,50,15,238,161,238,172,1,6,100,5,1,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,27.1340274810791,9.80054569244385,0,3,3,2,1,1,1,2,19.114200592041,3.200199842453
"649",253465,"Amanita muscaria group",45.8113,77.1485,77.131,45.7883,"NN",45.7998,-77.13975,0,0,53,113,25,10986,266,-169,435,187,-83,187,-96,824,83,50,15,238,161,238,172,1,6,100,5,1,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,27.1340274810791,9.80054569244385,0,3,3,2,1,1,1,2,19.114200592041,3.200199842453
"2387",220727,"Amanita muscaria group",49.3874,123.1,123.065,49.3713,"NN",49.37935,-123.0825,0,0,56,83,32,5689,200,-53,253,-6,131,131,-11,1403,223,42,53,624,148,148,573,2,2,100,1,NA,NA,NA,NA,NA,0,4,33,45,22,9,1.38,1.2,3.71,5.5,33,18,34,3.1,0,0,2,0.1,5,37,35,28,5,1.35,1.46,0.69,5.6,41,11,62,9,0,0,4,0.1,75.5042190551758,10.5017366409302,0,2,2,1,1,1,1,1,12.9851999282837,0
"136",262576,"Amanita muscaria (L.) Lam.",37.8616,122.504,122.5,37.859,"NN",37.8603,-122.502,0,0,138,90,52,2827,225,55,170,105,167,172,101,846,175,2,89,452,11,15,447,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,62.2555770874023,6.12362289428711,0,2,2,2,2,2,2,2,19.8613758087158,11.7477998733521
"174",261904,"Amanita muscaria subsp. flavivolvata Singer",41.7727,124.214,124.21,41.7689,"NN",41.7708,-124.212,0,0,116,86,56,2386,195,44,151,93,144,148,88,1770,287,10,70,840,71,84,784,2,4,100,1,NA,NA,NA,NA,NA,0,5,46,30,24,9,1.39,1.3,1.73,5,19,9,27,2.5,0,0,1,0.1,7,41,26,33,5,1.34,1.35,0.77,5.2,15,7,21,3,0,0,1,0.1,61.8308296203613,7.13972949981689,1,2,2,1,1,1,1,1,8.47319984436035,19.949499130249
"1268",247640,"Amanita muscaria subsp. flavivolvata Singer",28.3491,108.946,108.929,28.3294,"NN",28.33925,-108.9375,0,0,170,164,56,4471,314,22,292,218,161,224,112,1025,318,6,118,712,40,693,122,2,3,10,6,NA,NA,NA,NA,NA,0,28,70,20,10,11,1.56,1.5,1.6,6,52,11,100,11,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.1998596191406,22.176456451416,0,1,1,2,1,1,1,2,1.47300004959106,0
"6487",143491,"Amanita muscaria subsp. flavivolvata Singer",37.9519,107.872,107.8,37.9323,"NN",37.9421,-107.836,0,0,21,177,44,7570,227,-173,400,114,54,119,-74,654,75,32,21,210,126,179,152,2,4,100,3,1,NA,NA,NA,NA,0,10,37,44,19,9,1.41,1.42,0.82,6,53,14,83,16.3,0,0,1,0.1,19,33,35,32,5,1.32,1.58,0.39,6.3,56,21,89,18.1,0,0,1,0.1,76.2887573242188,19.7970371246338,0,1,1,2,1,1,1,2,0.630499958992004,0
"7806",115005,"Amanita muscaria subsp. flavivolvata Singer",44.0476,124.099,124.095,44.0452,"NN",44.0464,-124.097,0,0,111,95,51,3364,214,29,185,74,152,156,70,2003,331,20,66,948,112,116,890,2,4,100,3,1,NA,NA,NA,NA,0,8,41,36,23,9,1.39,1.1,2.72,5.2,54,21,24,5,0,0,1,0.1,8,44,32,24,9,1.39,1.16,1.03,5.2,38,15,30,2.5,0,0,2,0.1,40.8757019042969,6.23267459869385,5.80889987945557,1,1,1,1,1,1,1,1.30190002918243,44.6872978210449
"1269",247639,"Amanita muscaria var. flavivolvata (Singer) Dav. T. Jenkins",28.3491,108.946,108.929,28.3294,"NN",28.33925,-108.9375,0,0,170,164,56,4471,314,22,292,218,161,224,112,1025,318,6,118,712,40,693,122,2,3,10,6,NA,NA,NA,NA,NA,0,28,70,20,10,11,1.56,1.5,1.6,6,52,11,100,11,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.1998596191406,22.176456451416,0,1,1,2,1,1,1,2,1.47300004959106,0
"493",255502,"Amanita muscaria var. guessowii Veselý",39.7851,74.5431,74.5233,39.7699,"NN",39.7775,-74.5332,0,0,117,113,32,8361,294,-52,346,218,133,224,9,1126,118,80,12,317,261,311,263,1,6,100,3,NA,NA,NA,NA,NA,0,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,0,2,0.1,90.3281784057617,8.88491916656494,0,3,3,1,1,1,1,1,0,0
"2311",221619,"Amanita muscaria var. guessowii Veselý",41.9988,78.9324,78.8951,41.9694,"NN",41.9841,-78.91375,0,0,68,119,32,8865,257,-111,368,177,-41,177,-51,1162,123,67,16,339,223,339,237,2,4,100,1,8,NA,NA,NA,NA,0,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,0,1,0.1,90.8026123046875,8.9315881729126,0,2,2,1,1,1,1,1,0.243519619107246,0
