"observation","specname","north","west","east","south","hemisphere","latitude","longitude","carp_color","spore_color","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","t_texture","drainage","ref_depth","awc_class","phase1","phase2","roots","il","swr","add_prop","t_gravel","t_sand","t_silt","t_clay","t_usda_tex_class","t_ref_bulk_density","t_bulk_density","t_oc","t_ph_h2o","t_cec_clay","t_cec_soil","t_bs","t_teb","t_caco3","t_caso4","t_esp","t_ece","s_gravel","s_sand","s_silt","s_clay","s_usda_tex_class","s_ref_bulk_density","s_bulk_density","s_oc","s_ph_h2o","s_cec_clay","s_cec_soil","s_bs","s_teb","s_caco3","s_caso4","s_esp","s_ece","FOR_2000","GRS_2000","NVG_2000","sq1","sq2","sq3","sq4","sq5","sq6","sq7","URB_2000","WAT_2000"
"1563",243395,"Amanita sect. Phalloideae (Fr.) Singer",39.4969,76.4378,76.3788,39.4557,"WN",39.4763,-76.4083,"white","",123,116,32,8667,303,-55,358,210,20,232,8,1154,113,76,11,325,253,321,255,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,61.2513046264648,6.01822090148926,0,3,2,1,1,1,1,1,9.80599975585938,0
"1627",242629,"Amanita sect. Phalloideae (Fr.) Singer",35.9056,78.793,78.729,35.8394,"WN",35.8725,-78.761,"white","",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"1668",241918,"Amanita sect. Phalloideae (Fr.) Singer",35.9056,78.793,78.729,35.8394,"WN",35.8725,-78.761,"white","",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"1671",241913,"Amanita sect. Phalloideae (Fr.) Singer",35.9056,78.793,78.729,35.8394,"WN",35.8725,-78.761,"white","",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"1736",245349,"Amanita sect. Phalloideae (Fr.) Singer",41.288,75.9606,75.9109,41.2393,"WN",41.26365,-75.93575,"white","",86,114,31,8903,273,-92,365,177,-22,197,-33,1016,105,61,18,309,194,303,194,2,4,100,1,8,NA,NA,NA,NA,0,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,0,1,0.1,45.8049087524414,4.50549173355103,0,2,1,1,1,1,1,1,49.5534553527832,0
"1745",241264,"Amanita sect. Phalloideae (Fr.) Singer",33.9875,84.2515,84.2483,33.9814,"WN",33.98445,-84.2499,"white","",153,126,39,7256,310,-12,322,72,159,244,57,1369,153,89,16,415,282,320,382,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,68.0330657958984,7.67022848129272,0,3,2,1,1,1,1,1,22.8003005981445,0
"1827",237977,"Amanita sect. Phalloideae (Fr.) Singer",30.7034,90.9942,90.9622,30.6842,"WN",30.6938,-90.9782,"white","",191,126,42,6266,330,36,294,107,196,267,107,1601,154,93,13,442,329,416,442,2,4,100,1,8,NA,NA,NA,NA,0,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,0,1,0.1,90.4308776855469,8.89502239227295,0,1,1,1,1,1,1,1,0.353986114263535,0
"2331",221134,"Amanita sect. Phalloideae (Fr.) Singer",35.9056,78.793,78.729,35.8394,"WN",35.8725,-78.761,"white","",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"2332",221130,"Amanita sect. Phalloideae (Fr.) Singer",35.9056,78.793,78.729,35.8394,"WN",35.8725,-78.761,"white","",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"2409",230063,"Amanita sect. Phalloideae (Fr.) Singer",43.1515,79.1832,79.1511,43.1352,"WN",43.14335,-79.16715,"white","",86,92,26,9223,269,-83,352,159,-28,202,-35,866,90,58,12,237,189,228,202,1,4,100,1,NA,NA,NA,NA,NA,0,4,88,7,5,13,1.7,1.44,0.4,6.5,31,3,86,2.1,0.1,0,2,0.1,4,83,7,10,12,1.59,1.5,0.26,6.6,40,4,100,4.7,3.1,0,6,0.1,7.61466073989868,3.0403847694397,0,1,1,1,1,1,1,1,63.0545997619629,1.95999991893768
"2410",219577,"Amanita sect. Phalloideae (Fr.) Singer",43.1874,89.8235,89.8046,43.1766,"WN",43.182,-89.81405,"white","",77,118,27,10689,284,-143,427,208,-70,208,-70,803,100,26,40,294,92,294,92,2,4,100,1,NA,NA,NA,NA,NA,0,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,0,1,0.1,71.0002365112305,7.09849309921265,0,1,1,1,1,1,1,1,7.2423996925354,0
"2452",218127,"Amanita sect. Phalloideae (Fr.) Singer",33.9685,84.2308,84.1735,33.9208,"WN",33.94465,-84.20215,"white","",154,126,39,7243,311,-10,321,73,160,245,58,1359,151,88,16,411,281,320,378,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,68.0330657958984,7.67022848129272,0,3,2,1,1,1,1,1,22.8003005981445,0
"2512",247771,"Amanita sect. Phalloideae (Fr.) Singer",35.6221,82.3456,82.3099,35.5956,"WN",35.60885,-82.32775,"white","",118,134,40,7050,278,-49,327,116,39,207,24,1332,132,94,10,361,295,357,296,2,4,100,4,1,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,59.0679206848145,26.4342575073242,0,2,2,2,1,1,1,2,2.29059982299805,0
"2513",247769,"Amanita sect. Phalloideae (Fr.) Singer",35.6221,82.3456,82.3099,35.5956,"WN",35.60885,-82.32775,"white","",118,134,40,7050,278,-49,327,116,39,207,24,1332,132,94,10,361,295,357,296,2,4,100,4,1,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,59.0679206848145,26.4342575073242,0,2,2,2,1,1,1,2,2.29059982299805,0
"2514",247767,"Amanita sect. Phalloideae (Fr.) Singer",35.6221,82.3456,82.3099,35.5956,"WN",35.60885,-82.32775,"white","",118,134,40,7050,278,-49,327,116,39,207,24,1332,132,94,10,361,295,357,296,2,4,100,4,1,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,59.0679206848145,26.4342575073242,0,2,2,2,1,1,1,2,2.29059982299805,0
"2584",216521,"Amanita sect. Phalloideae (Fr.) Singer",42.8433,80.1699,80.1287,42.8249,"WN",42.8341,-80.1493,"white","",80,94,26,9231,263,-90,353,153,-34,195,-41,942,90,62,11,248,209,240,219,3,4,100,1,NA,NA,NA,NA,NA,0,4,56,22,22,10,1.42,1.34,1.11,6.4,36,22,87,18.4,0,0,1,0.1,8,48,20,32,10,1.35,1.38,0.54,6.7,37,21,92,21,0,0,1,0.1,12.6167268753052,7.28460597991943,0,1,1,1,1,1,1,1,2.07469987869263,1.97339987754822
"2629",216145,"Amanita sect. Phalloideae (Fr.) Singer",35.9056,78.793,78.729,35.8394,"WN",35.8725,-78.761,"white","",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"2769",214231,"Amanita sect. Phalloideae (Fr.) Singer",33.998,83.5006,83.4902,33.984,"WN",33.991,-83.4954,"white","",161,129,39,7218,323,-3,326,81,167,252,66,1275,140,88,14,384,269,306,347,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,53.1307411193848,8.20465660095215,0,3,2,1,1,1,1,1,31.4512004852295,0
"2912",212246,"Amanita sect. Phalloideae (Fr.) Singer",40.6985,111.793,111.761,40.6815,"WN",40.69,-111.777,"white","",72,151,37,8419,297,-101,398,16,183,183,-33,651,73,27,27,203,94,94,191,2,4,100,1,NA,NA,NA,NA,NA,0,8,34,45,21,9,1.39,1.29,1.28,7.4,81,21,100,18.4,5.4,0,1,1.6,5,36,43,21,9,1.39,1.42,0.51,7.9,97,19,100,19.1,10.4,0,3,2.2,58.4905662536621,6.46161842346191,0,1,1,1,1,1,1,1,32.8008995056152,0
"2956",211436,"Amanita sect. Phalloideae (Fr.) Singer",35.9056,78.793,78.729,35.8394,"WN",35.8725,-78.761,"white","",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"3297",208928,"Amanita sect. Phalloideae (Fr.) Singer",35.9056,78.793,78.729,35.8394,"WN",35.8725,-78.761,"white","",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"3456",208626,"Amanita sect. Phalloideae (Fr.) Singer",39.0905,76.8129,76.7493,39.0335,"NN",39.062,-76.7811,"white","",128,117,33,8493,307,-46,353,235,16,235,16,1080,107,72,12,303,235,303,235,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,62.0612182617188,18.7685813903809,0,3,2,1,1,1,1,1,9.13179969787598,0
"3555",207176,"Amanita sect. Phalloideae (Fr.) Singer",32.4646,93.3958,93.357,32.4376,"WN",32.4511,-93.3764,"white","",179,128,38,7382,339,8,331,93,234,270,80,1269,133,70,15,354,250,278,345,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,75.847053527832,8.68116092681885,0,2,2,1,1,1,1,1,0.924999952316284,10.8203001022339
"3573",206853,"Amanita sect. Phalloideae (Fr.) Singer",33.998,83.5006,83.4902,33.984,"WN",33.991,-83.4954,"white","",161,129,39,7218,323,-3,326,81,167,252,66,1275,140,88,14,384,269,306,347,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,53.1307411193848,8.20465660095215,0,3,2,1,1,1,1,1,31.4512004852295,0
"3671",220883,"Amanita sect. Phalloideae (Fr.) Singer",47.2021,120.964,120.9,47.185,"WN",47.19355,-120.932,"white","",75,128,38,7132,263,-68,331,-10,167,167,-15,648,114,12,64,324,54,54,294,2,4,100,3,1,NA,NA,NA,NA,0,4,46,43,11,9,1.51,0.87,4.38,5.9,138,24,57,5.2,0,0,1,0.1,10,56,32,12,11,1.51,0.91,1.47,6,155,17,57,8,0,0,2,0.1,67.2572402954102,17.9252223968506,0,2,2,1,1,1,1,1,4.0392017364502,0
"3674",204997,"Amanita sect. Phalloideae (Fr.) Singer",33.998,83.5006,83.4902,33.984,"WN",33.991,-83.4954,"white","",161,129,39,7218,323,-3,326,81,167,252,66,1275,140,88,14,384,269,306,347,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,53.1307411193848,8.20465660095215,0,3,2,1,1,1,1,1,31.4512004852295,0
"3675",204996,"Amanita sect. Phalloideae (Fr.) Singer",33.998,83.5006,83.4902,33.984,"WN",33.991,-83.4954,"white","",161,129,39,7218,323,-3,326,81,167,252,66,1275,140,88,14,384,269,306,347,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,53.1307411193848,8.20465660095215,0,3,2,1,1,1,1,1,31.4512004852295,0
"4031",193335,"Amanita sect. Phalloideae (Fr.) Singer",37.9438,122.308,122.267,37.9178,"WN",37.9308,-122.2875,"white","",142,105,53,3419,245,49,196,97,179,184,97,705,150,1,89,376,8,13,376,2,4,100,1,NA,NA,NA,NA,NA,0,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,0,1,0.1,43.0981636047363,9.0867805480957,2.26959991455078,1,1,1,1,1,1,1,40.0713996887207,5
"4085",190578,"Amanita sect. Phalloideae (Fr.) Singer",37.9438,122.308,122.267,37.9178,"WN",37.9308,-122.2875,"white","",142,105,53,3419,245,49,196,97,179,184,97,705,150,1,89,376,8,13,376,2,4,100,1,NA,NA,NA,NA,NA,0,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,0,1,0.1,43.0981636047363,9.0867805480957,2.26959991455078,1,1,1,1,1,1,1,40.0713996887207,5
"4158",190649,"Amanita sect. Phalloideae (Fr.) Singer",37.0072,121.906,121.839,36.9581,"WN",36.98265,-121.8725,"white","",139,129,59,3252,250,34,216,98,176,180,98,651,139,2,90,357,7,12,357,2,4,100,1,NA,NA,NA,NA,NA,0,7,39,38,23,9,1.38,1.33,1.83,6.4,55,18,87,11.4,0,0,1,0.1,3,43,35,22,9,1.4,1.39,0.64,6.8,64,16,92,12.2,0,0,1,0.1,56.1570701599121,5.64937496185303,0,1,1,1,1,1,1,1,3.9869692325592,31
"4523",181802,"Amanita sect. Phalloideae (Fr.) Singer",42.6973,80.3372,80.3219,42.6651,"WN",42.6812,-80.32955,"white","",82,94,26,9184,265,-88,353,155,-31,197,-39,959,91,62,11,254,209,245,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3794801235199,1.76195812225342,0,7,7,7,7,7,7,7,2.08200001716614,75.9804000854492
"4541",194377,"Amanita sect. Phalloideae (Fr.) Singer",35.9056,78.793,78.729,35.8394,"WN",35.8725,-78.761,"white","",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"4651",193165,"Amanita sect. Phalloideae (Fr.) Singer",45.4421,93.2171,93.1844,45.4141,"WN",45.4281,-93.20075,"white","",62,117,25,11627,280,-177,457,203,-99,203,-99,749,113,20,51,314,68,314,68,1,6,100,3,NA,NA,NA,NA,NA,0,18,83,11,6,12,1.67,1.42,0.5,6.6,54,5,94,4.4,0,0,3,0.1,21,81,11,8,12,1.62,1.29,0.3,6.7,48,4,75,2.8,0,0,3,0.1,17.9056510925293,5.45965242385864,0,2,2,1,1,1,1,1,1.6007000207901,0
"4949",213250,"Amanita sect. Phalloideae (Fr.) Singer",33.1581,80.7031,80.6946,33.1467,"WN",33.1524,-80.69885,"white","",180,132,42,6656,330,16,314,262,138,262,91,1242,147,60,26,430,221,430,283,2,2,100,1,NA,NA,NA,NA,NA,0,9,34,43,23,9,1.38,1.39,0.83,4.9,18,7,30,1.9,0,0,2,0.1,7,28,38,34,5,1.31,1.48,0.3,4.7,22,12,20,2,0,0,1,0.1,78.9057540893555,7.34415054321289,0,3,2,1,2,1,1,1,0.579900026321411,0
"4978",173864,"Amanita sect. Phalloideae (Fr.) Singer",40.9712,72.3111,72.2624,40.9245,"WN",40.94785,-72.28675,"white","",104,94,29,8019,266,-52,318,27,179,206,1,1161,112,79,11,324,251,264,305,2,4,100,1,NA,NA,NA,NA,NA,0,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,0,1,0.1,71.7534103393555,7.05785846710205,0,3,2,1,1,1,1,1,0,2.96756076812744
"5214",170946,"Amanita sect. Phalloideae (Fr.) Singer",42.8029,80.2302,80.1658,42.7696,"WN",42.78625,-80.198,"white","",82,93,26,9173,263,-87,350,155,-31,196,-39,950,91,63,11,249,212,240,222,3,4,100,1,NA,NA,NA,NA,NA,0,4,56,22,22,10,1.42,1.34,1.11,6.4,36,22,87,18.4,0,0,1,0.1,8,48,20,32,10,1.35,1.38,0.54,6.7,37,21,92,21,0,0,1,0.1,8.81078243255615,4.68933868408203,0,1,1,1,1,1,1,1,1.28979992866516,37.9752998352051
"5231",170761,"Amanita sect. Phalloideae (Fr.) Singer",42.7698,80.41,80.378,42.7534,"WN",42.7616,-80.394,"white","",78,97,27,9246,264,-93,357,151,-35,194,-44,967,91,62,11,256,211,248,221,1,4,100,1,NA,NA,NA,NA,NA,0,4,88,7,5,13,1.7,1.44,0.4,6.5,31,3,86,2.1,0.1,0,2,0.1,4,83,7,10,12,1.59,1.5,0.26,6.6,40,4,100,4.7,3.1,0,6,0.1,14.0553369522095,8.20000839233398,0,1,1,1,1,1,1,1,1.21300005912781,0
"5306",170332,"Amanita sect. Phalloideae (Fr.) Singer",41.2649,76.0608,76.0331,41.2412,"WN",41.25305,-76.04695,"white","",84,114,31,8853,270,-94,364,174,-23,194,-34,1014,106,60,18,310,192,302,192,2,4,100,1,8,NA,NA,NA,NA,0,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,0,1,0.1,88.4782485961914,8.70295143127441,0,2,1,1,1,1,1,1,2.64796590805054,0
"5379",169212,"Amanita sect. Phalloideae (Fr.) Singer",38.5327,78.155,78.1463,38.5265,"WN",38.5296,-78.15065,"white","",124,133,36,8258,304,-59,363,208,13,227,13,1062,103,69,13,300,214,300,214,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,58.6909523010254,26.4375152587891,0,3,2,1,1,1,1,1,1.1201000213623,0
"5484",168084,"Amanita sect. Phalloideae (Fr.) Singer",36.8346,94.3238,94.2883,36.7988,"WN",36.8167,-94.30605,"white","",134,129,34,8593,317,-58,375,182,18,241,18,1112,127,46,27,360,170,303,170,2,4,100,1,NA,NA,NA,NA,NA,0,23,53,22,25,10,1.4,1.4,0.98,5.1,14,6,49,2.7,0,0,2,0.1,19,41,20,39,5,1.31,1.4,0.39,5,12,6,33,1.3,0,0,2,0.1,39.1696395874023,4.18416547775269,0,3,2,1,1,1,1,1,0.452499985694885,0
"6503",143301,"Amanita sect. Phalloideae (Fr.) Singer",36.8346,94.3238,94.2883,36.7988,"WN",36.8167,-94.30605,"white","",134,129,34,8593,317,-58,375,182,18,241,18,1112,127,46,27,360,170,303,170,2,4,100,1,NA,NA,NA,NA,NA,0,23,53,22,25,10,1.4,1.4,0.98,5.1,14,6,49,2.7,0,0,2,0.1,19,41,20,39,5,1.31,1.4,0.39,5,12,6,33,1.3,0,0,2,0.1,39.1696395874023,4.18416547775269,0,3,2,1,1,1,1,1,0.452499985694885,0
"6510",157996,"Amanita sect. Phalloideae (Fr.) Singer",42.6696,80.5335,80.5111,42.659,"WN",42.6643,-80.5223,"white","",81,97,27,9210,266,-90,356,154,-32,196,-40,965,91,59,12,258,202,253,213,1,4,100,1,NA,NA,NA,NA,NA,0,4,88,7,5,13,1.7,1.44,0.4,6.5,31,3,86,2.1,0.1,0,2,0.1,4,83,7,10,12,1.59,1.5,0.26,6.6,40,4,100,4.7,3.1,0,6,0.1,19.5285148620605,7.05802440643311,0,1,1,1,1,1,1,1,0.842499971389771,0
"6557",142688,"Amanita sect. Phalloideae (Fr.) Singer",36.8346,94.3238,94.2883,36.7988,"WN",36.8167,-94.30605,"white","",134,129,34,8593,317,-58,375,182,18,241,18,1112,127,46,27,360,170,303,170,2,4,100,1,NA,NA,NA,NA,NA,0,23,53,22,25,10,1.4,1.4,0.98,5.1,14,6,49,2.7,0,0,2,0.1,19,41,20,39,5,1.31,1.4,0.39,5,12,6,33,1.3,0,0,2,0.1,39.1696395874023,4.18416547775269,0,3,2,1,1,1,1,1,0.452499985694885,0
"7787",115507,"Amanita sect. Phalloideae (Fr.) Singer",33.9685,84.2308,84.1735,33.9208,"WN",33.94465,-84.20215,"white","",154,126,39,7243,311,-10,321,73,160,245,58,1359,151,88,16,411,281,320,378,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,68.0330657958984,7.67022848129272,0,3,2,1,1,1,1,1,22.8003005981445,0
"7899",113192,"Amanita sect. Phalloideae (Fr.) Singer",41.2649,76.0608,76.0331,41.2412,"WN",41.25305,-76.04695,"white","",84,114,31,8853,270,-94,364,174,-23,194,-34,1014,106,60,18,310,192,302,192,2,4,100,1,8,NA,NA,NA,NA,0,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,0,1,0.1,88.4782485961914,8.70295143127441,0,2,1,1,1,1,1,1,2.64796590805054,0
"7900",113191,"Amanita sect. Phalloideae (Fr.) Singer",41.2649,76.0608,76.0331,41.2412,"WN",41.25305,-76.04695,"white","",84,114,31,8853,270,-94,364,174,-23,194,-34,1014,106,60,18,310,192,302,192,2,4,100,1,8,NA,NA,NA,NA,0,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,0,1,0.1,88.4782485961914,8.70295143127441,0,2,1,1,1,1,1,1,2.64796590805054,0
"7929",112834,"Amanita sect. Phalloideae (Fr.) Singer",41.2649,76.0608,76.0331,41.2412,"WN",41.25305,-76.04695,"white","",84,114,31,8853,270,-94,364,174,-23,194,-34,1014,106,60,18,310,192,302,192,2,4,100,1,8,NA,NA,NA,NA,0,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,0,1,0.1,88.4782485961914,8.70295143127441,0,2,1,1,1,1,1,1,2.64796590805054,0
"7930",112833,"Amanita sect. Phalloideae (Fr.) Singer",41.2649,76.0608,76.0331,41.2412,"WN",41.25305,-76.04695,"white","",84,114,31,8853,270,-94,364,174,-23,194,-34,1014,106,60,18,310,192,302,192,2,4,100,1,8,NA,NA,NA,NA,0,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,0,1,0.1,88.4782485961914,8.70295143127441,0,2,1,1,1,1,1,1,2.64796590805054,0
"7938",112671,"Amanita sect. Phalloideae (Fr.) Singer",35.6064,83.7456,83.7302,35.5932,"WN",35.5998,-83.7379,"white","",117,134,40,7259,278,-53,331,35,125,208,20,1512,157,91,13,423,316,384,399,2,4,100,1,NA,NA,NA,NA,NA,0,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,0,2,0.1,68.5521621704102,31.4096374511719,0,3,2,1,1,1,1,1,0.0381999984383583,0
"7948",112370,"Amanita sect. Phalloideae (Fr.) Singer",41.2649,76.0608,76.0331,41.2412,"WN",41.25305,-76.04695,"white","",84,114,31,8853,270,-94,364,174,-23,194,-34,1014,106,60,18,310,192,302,192,2,4,100,1,8,NA,NA,NA,NA,0,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,0,1,0.1,88.4782485961914,8.70295143127441,0,2,1,1,1,1,1,1,2.64796590805054,0
