"","observation","kingdom","family","genus","specname","longitude","latitude"
"448409",1142981,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.3570416667,37.2274583333
"448412",1142984,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.3562083333,37.22512
"448467",1143146,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-121.4398552,38.2807924
"448952",1144250,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-122.1403805,37.7520533333
"448953",1144253,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.1415166667,37.7526283333
"449497",1145270,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.4530334212,37.6997854561
"449751",1145849,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-122.148185,37.800615
"449754",1145859,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.154795,37.805173
"450416",1147386,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.2615183333,37.4108483333
"450793",1148440,"Fungi","Amanitaceae","Amanita","Amanita calyptrata",-122.1410611667,37.75203
"450794",1148441,"Fungi","Amanitaceae","Amanita","Amanita calyptrata",-122.1410055,37.7520716667
"451381",1150145,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.0409024967,37.1986872952
"451559",1150589,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.1296916667,37.77297
"451566",1150599,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-122.1326221667,37.776855
"451568",1150606,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.1327888333,37.7766533333
"451581",1150646,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-123.708772,39.392233
"451789",1151008,"Fungi","Amanitaceae","Amanita","Amanita gemmata",-123.806245,39.327825
"451790",1151009,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-123.8059783333,39.3275333333
"451880",1151216,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-121.68387,36.8014033333
"453077",1153463,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-123.823881,47.926638
"453261",1153919,"Fungi","Amanitaceae","Amanita","Amanita gemmata",-122.572891,38.457319
"455408",1159405,"Fungi","Amanitaceae","Amanita","Amanita pantherina",-122.520478,37.916344
"456159",1161431,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-123.11466,38.527508
"458598",1166960,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.518311,38.447577
"459703",1169900,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.3567516667,37.2267633333
"459868",1170518,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.3568888889,37.2267583333
"461105",1173795,"Fungi","Amanitaceae","Amanita","Amanita protecta",-122.056532,37.707861
"461107",1173802,"Fungi","Amanitaceae","Amanita","Amanita novinupta",-122.0659111667,36.9756883333
"469219",1191965,"Fungi","Amanitaceae","Amanita","Amanita muscaria formosa",-89.278175,48.3447633333
"474462",1206318,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.503901,37.835484
"476273",1211418,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.26542,37.9097866667
"478776",1219299,"Fungi","Amanitaceae","Amanita","Amanita vaginata",-122.1444028333,37.819745
"482045",1230493,"Fungi","Amanitaceae","Amanita","Amanita gemmata",-122.2206111111,37.8684111111
"482053",1230513,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.2338027778,37.8695916667
"482056",1230518,"Fungi","Amanitaceae","Amanita","Amanita velosa",-122.355517582,37.907259644
"482113",1230710,"Fungi","Amanitaceae","Amanita","Amanita velosa",-121.8239693521,36.9559159617
"482121",1230737,"Fungi","Amanitaceae","Amanita","Amanita velosa",-122.32948319,37.8213661538
"486829",1241782,"Fungi","Amanitaceae","Amanita","Amanita novinupta",-122.2677222222,37.967575
"486830",1241783,"Fungi","Amanitaceae","Amanita","Amanita velosa",-122.3387706347,37.9554783952
"486834",1241792,"Fungi","Amanitaceae","Amanita","Amanita ocreata",-122.2659833333,37.9668277778
"487302",1244221,"Fungi","Amanitaceae","Amanita","Amanita ocreata",-122.063859,37.087087
"488282",1248855,"Fungi","Amanitaceae","Amanita","Amanita velosa",-122.2151033333,38.0377221667
"490021",1252846,"Fungi","Amanitaceae","Amanita","Amanita vaginata",-122.295247,37.977145
"491873",1257173,"Fungi","Amanitaceae","Amanita","Amanita novinupta",-116.85715,32.829544
"492290",1257973,"Fungi","Amanitaceae","Amanita","Amanita ocreata",-122.2672116667,37.9665116667
"494179",1262438,"Fungi","Amanitaceae","Amanita","Amanita velosa",-122.5015722222,38.3725666667
"495509",1265811,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.91594744,38.07568665
"497240",1271125,"Fungi","Amanitaceae","Amanita","Amanita velosa",-122.173752,37.422066
"497516",1272014,"Fungi","Amanitaceae","Amanita","Amanita velosa",-121.1555028333,36.4703416667
"502587",1287016,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.757508,37.945402
"502719",1287481,"Fungi","Amanitaceae","Amanita","Amanita velosa",-122.2014,37.9969166667
"502804",1287863,"Fungi","Amanitaceae","Amanita","Amanita velosa",-122.491005,37.9709333333
"506096",1297085,"Fungi","Amanitaceae","Amanita","Amanita pantherina",-122.507571,38.367471
"506156",1297248,"Fungi","Amanitaceae","Amanita","Amanita novinupta",-122.1985660147,37.1383782004
"508323",1303079,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.9694752553,38.1588446603
"508608",1303955,"Fungi","Amanitaceae","Amanita","Amanita velosa",-122.174348,37.4237
"509394",1306145,"Fungi","Amanitaceae","Amanita","Amanita velosa",-121.99347,37.8911633333
"509449",1306334,"Fungi","Amanitaceae","Amanita","Amanita velosa",-122.215255,38.0374138333
"512393",1333985,"Fungi","Amanitaceae","Amanita","Amanita velosa",-122.3872133333,37.583155
"514361",1339707,"Fungi","Amanitaceae","Amanita","Amanita velosa",-122.1237558913,37.077774892
"518889",1353099,"Fungi","Amanitaceae","Amanita","Amanita velosa",-116.835161,32.767783
"522991",1366113,"Fungi","Amanitaceae","Amanita","Amanita magniverrucata",-122.1754833333,37.92172
"531498",1391902,"Fungi","Amanitaceae","Amanita","Amanita muscaria flavivolvata",-122.622006,37.970663
"543969",1427168,"Fungi","Amanitaceae","Amanita","Amanita jacksonii",-89.11672,30.66828
"551189",1446029,"Fungi","Amanitaceae","Amanita","Amanita bisporigera",-94.172105,30.254322
"562574",1477083,"Fungi","Amanitaceae","Amanita","Amanita vaginata",-122.2290883333,37.9083333333
"567406",1489733,"Fungi","Amanitaceae","Amanita","Amanita flavoconia",-97.025454,30.384099
"573958",1509838,"Fungi","Amanitaceae","Amanita","Amanita vaginata",-94.16081,32.668884
"574302",1510621,"Fungi","Amanitaceae","Amanita","Amanita gemmata",-122.155588,37.806376
"575125",1513111,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-94.1438369722,30.7205772222
"576029",1515035,"Fungi","Amanitaceae","Amanita","Amanita augusta",-122.161538,37.815415
"584100",1537895,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.47087,49.05801
"591756",1558952,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.87552171,38.11696747
"606367",1607487,"Fungi","Amanitaceae","Amanita","Amanita velosa",-122.282792,37.466335
"608231",1613000,"Fungi","Amanitaceae","Amanita","Amanita novinupta",-122.282792,37.466335
"611917",1625088,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.1917116667,37.8488366667
"614930",1633925,"Fungi","Amanitaceae","Amanita","Amanita velosa",-121.996759,37.934677
"617577",1640697,"Fungi","Amanitaceae","Amanita","Amanita sinicoflava",-75.233321,41.420136
"618964",1643773,"Fungi","Amanitaceae","Amanita","Amanita vernicoccora",-121.272239,39.619276
"620014",1646294,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.163734,37.797491
"620016",1646297,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.173125,37.806477
"625242",1675121,"Fungi","Amanitaceae","Amanita","Amanita flavoconia",-77.154768,39.031479
"627519",1687046,"Fungi","Amanitaceae","Amanita","Amanita bisporigera",-83.127766,35.168358
"627892",1690806,"Fungi","Amanitaceae","Amanita","Amanita jacksonii",-72.288785,41.835075
"630786",1697898,"Fungi","Amanitaceae","Amanita","Amanita flavoconia",-84.181838,35.143157
"630812",1697940,"Fungi","Amanitaceae","Amanita","Amanita brunnescens",-84.181591,35.14348
"630820",1697950,"Fungi","Amanitaceae","Amanita","Amanita flavoconia",-84.181591,35.14348
"632492",1702784,"Fungi","Amanitaceae","Amanita","Amanita rubescens",-79.9000472222,40.4290416667
"634654",1707627,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-75.793777,45.368477
"638603",1719490,"Fungi","Amanitaceae","Amanita","Amanita flavoconia",-72.65628575,41.65030682
"640364",1723522,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-78.418007,45.580983
"643459",1731387,"Fungi","Amanitaceae","Amanita","Amanita muscaria guessowii",-76.75162,42.702384
"644709",1734267,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-71.895049,43.114728
"647054",1739778,"Fungi","Amanitaceae","Amanita","Amanita fulva",-83.47805,35.580296
"651022",1749087,"Fungi","Amanitaceae","Amanita","Amanita flavoconia",-79.425542,42.342162
"651024",1749094,"Fungi","Amanitaceae","Amanita","Amanita amerirubescens",-79.425542,42.342162
"653708",1754870,"Fungi","Amanitaceae","Amanita","Amanita atkinsoniana",-82.470216,35.544398
"655229",1765639,"Fungi","Amanitaceae","Amanita","Amanita caesarea",-79.24732,40.007445
"658130",1772360,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.545343,47.708028
"661309",1780255,"Fungi","Amanitaceae","Amanita","Amanita flavoconia",-72.942218,42.551874
"661486",1780565,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-73.948022,44.276334
"669756",1801863,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-120.0216916667,38.7333533333
"677780",1821403,"Fungi","Amanitaceae","Amanita","Amanita rubescens",-84.99753,35.901444
"677781",1821405,"Fungi","Amanitaceae","Amanita","Amanita rubescens",-84.99753,35.901444
"677785",1821443,"Fungi","Amanitaceae","Amanita","Amanita rubescens",-84.99753,35.901444
"677793",1821516,"Fungi","Amanitaceae","Amanita","Amanita arkansana",-84.99753,35.901444
"677794",1821517,"Fungi","Amanitaceae","Amanita","Amanita arkansana",-84.99753,35.901444
"678048",1822114,"Fungi","Amanitaceae","Amanita","Amanita muscaria flavivolvata",-124.057853,41.4016
"684104",1836668,"Fungi","Amanitaceae","Amanita","Amanita thiersii",-97.62053,37.6121416667
"686976",1843175,"Fungi","Amanitaceae","Amanita","Amanita jacksonii",-72.0393666667,43.8665383333
"686977",1843176,"Fungi","Amanitaceae","Amanita","Amanita jacksonii",-72.0393971667,43.86648
"687067",1843463,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-68.25073,44.338099
"688705",1847023,"Fungi","Amanitaceae","Amanita","Amanita rubescens",-85.0025116667,35.8997566667
"693860",1859887,"Fungi","Amanitaceae","Amanita","Amanita rubescens",-106.490908,28.790679
"694275",1860815,"Fungi","Amanitaceae","Amanita","Amanita farinosa",-84.762955,35.757936
"694310",1860870,"Fungi","Amanitaceae","Amanita","Amanita amerirubescens",-84.763298,35.757936
"694315",1860882,"Fungi","Amanitaceae","Amanita","Amanita murrilliana",-84.763126,35.757936
"701939",1878382,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-72.845664,43.655888
"709232",1895834,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-119.8102116667,38.5480283333
"709248",1895859,"Fungi","Amanitaceae","Amanita","Amanita novinupta",-119.81862,38.5534383333
"716352",1912502,"Fungi","Amanitaceae","Amanita","Amanita flavoconia",-72.90372,43.714613
"719618",1920338,"Fungi","Amanitaceae","Amanita","Amanita bisporigera",-79.843589,36.093425
"720984",1923132,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-85.846345,35.1127778333
"721848",1925151,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-91.190772,47.388181
"728247",1941557,"Fungi","Amanitaceae","Amanita","Amanita jacksonii",-85.6468716667,35.815635
"728249",1941560,"Fungi","Amanitaceae","Amanita","Amanita bisporigera",-85.6468816667,35.815645
"730217",1946295,"Fungi","Amanitaceae","Amanita","Amanita jacksonii",-80.0764170994,45.2988490644
"731000",1948276,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-91.2161666667,47.3928333333
"734237",1956777,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-71.851198,44.794605
"738762",1969411,"Fungi","Amanitaceae","Amanita","Amanita pantherina",-120.606055,39.31112
"740202",1973735,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-92.460937,48.922499
"741059",1976393,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-91.2125,47.4045
"741061",1976397,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-91.1876666667,47.3401666667
"751237",2018609,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-71.851224,44.794761
"752176",2021302,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-74.259406,44.448495
"752177",2021305,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-74.259406,44.448495
"752178",2021306,"Fungi","Amanitaceae","Amanita","Amanita flavoconia",-74.259406,44.448495
"752199",2021373,"Fungi","Amanitaceae","Amanita","Amanita jacksonii",-74.289583,43.395902
"752201",2021375,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-74.259406,44.448495
"752202",2021376,"Fungi","Amanitaceae","Amanita","Amanita jacksonii",-74.289583,43.395902
"757100",2078780,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-81.350915,41.063159
"757283",2079120,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-72.769436,44.393628
"759080",2083869,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-81.5981646621,41.0133344107
"760620",2088034,"Fungi","Amanitaceae","Amanita","Amanita bisporigera",-81.41635767,41.55769093
"766915",2105957,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-122.6163838059,38.3319013518
"768897",2119875,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-72.951687,43.649903
"770432",2163337,"Fungi","Amanitaceae","Amanita","Amanita rubescens",-79.051546678,36.0320140422
"770466",2163423,"Fungi","Amanitaceae","Amanita","Amanita muscaria guessowii",-79.05094,36.0308
"770596",2163899,"Fungi","Amanitaceae","Amanita","Amanita jacksonii",-79.04914977,36.02899323
"770626",2163965,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-72.4187099051,44.2653920931
"773394",2226271,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-123.316475,38.56637
"773395",2226275,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-123.3167116667,38.5663
"773400",2226466,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-123.3188033333,38.569675
"773402",2226628,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-123.31475,38.5772783333
"773404",2226721,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-123.3110966667,38.579995
"773445",2227370,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-123.3229966667,38.5851133333
"774767",2260110,"Fungi","Amanitaceae","Amanita","Amanita muscaria guessowii",-78.124222,35.010561
"778505",2308419,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.311645,47.6139
"779281",2310560,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-80.541544,42.631559
"781327",2315881,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-120.376655,39.397575
"784582",2332420,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-85.0568,35.2990583333
"793117",2355588,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-112.451121,34.496913
"793891",2357079,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-121.571478,46.7316
"796379",2363356,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.3039383333,47.6390883333
"796390",2363393,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.3106783333,47.623325
"800902",2374452,"Fungi","Amanitaceae","Amanita","Amanita vaginata",-124.071894,40.96137
"800933",2374563,"Fungi","Amanitaceae","Amanita","Amanita smithiana",-123.969508,41.845483
"802480",2378475,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-95.04945,31.19176
"806064",2389542,"Fungi","Amanitaceae","Amanita","Amanita caesarea",-95.522363,30.620904
"811141",2401687,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.148485,37.806784
"813969",2409449,"Fungi","Amanitaceae","Amanita","Amanita rubescens",-94.110893,32.697945
"NA.1",NA,NA,NA,NA,NA,NA,NA
"819001",2429955,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-123.31847439,38.5676414
"819018",2430002,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-124.090721,44.383214
"825354",2445167,"Fungi","Amanitaceae","Amanita","Amanita muscaria muscaria",-72.767066,44.519497
"827993",2451506,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-76.0698619858,35.7144171093
"828097",2451746,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-122.1408010103,37.0811255107
"832345",2460604,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-81.638546,30.511104
"836213",2470689,"Fungi","Amanitaceae","Amanita","Amanita muscaria guessowii",-77.23657,42.46208
"836216",2470695,"Fungi","Amanitaceae","Amanita","Amanita rubescens",-77.2363815278,42.4587287778
"836363",2470998,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-122.109307,37.06856
"836466",2471172,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.308037,47.672462
"836613",2471622,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-121.0873333333,39.0834195
"836756",2471984,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.3074638889,47.6296888889
"836931",2472319,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.9203705398,38.4032971971
"836960",2472421,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.9203533333,38.4032216667
"838959",2476780,"Fungi","Amanitaceae","Amanita","Amanita protecta",-122.75667,38.00111
"838966",2476796,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.75667,38.00111
"839053",2477008,"Fungi","Amanitaceae","Amanita","Amanita gemmata",-122.20898,37.161658
"839130",2477280,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-122.066111,37.003966
"840007",2479120,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-84.7315563,33.7290225
"845901",2492948,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.18888,37.308025
"846051",2493355,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-122.0032813211,36.9532559596
"846336",2494172,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-121.9227142334,36.5537223816
"847570",2497410,"Fungi","Amanitaceae","Amanita","Amanita constricta",-121.77443,36.245353
"848601",2499892,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.2809040308,37.2240379656
"848633",2499940,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.3979440697,37.0299655877
"850891",2506444,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-95.158846,30.121373
"851901",2508825,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-121.289365,38.152272
"851923",2508879,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-121.287329,38.153818
"851930",2508894,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-121.948135,36.516431
"851933",2508907,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-121.289184,38.151451
"853165",2511495,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-121.292847,38.146277
"853184",2511519,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-121.29171,38.14858
"853186",2511523,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-121.291761,38.148641
"853251",2511650,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-123.330669,38.583969
"853843",2513102,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-121.290158,38.150089
"854247",2515815,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.272167,37.209414
"855824",2529818,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.8544127933,38.3861982213
"856502",2534559,"Fungi","Amanitaceae","Amanita","Amanita magniverrucata",-121.77443,36.245353
"857270",2537892,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.342784,37.449514
"857917",2543019,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.245155,37.90213
"858214",2543573,"Fungi","Amanitaceae","Amanita","Amanita pachycolea",-122.872025,38.0829583333
"858219",2543581,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-74.618953,40.548952
"858221",2543584,"Fungi","Amanitaceae","Amanita","Amanita augusta",-122.8891966667,38.1016361667
"858229",2543601,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.88935,38.0998
"859219",2549831,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.068069458,37.0115470886
"859600",2552567,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.8664383333,38.1108388333
"859630",2552640,"Fungi","Amanitaceae","Amanita","Amanita calyptroderma",-122.063859,37.087087
"859903",2553555,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.8454366667,38.178455
"859921",2553585,"Fungi","Amanitaceae","Amanita","Amanita gemmata",-122.888855,38.0997916667
"859930",2553598,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.8891666667,38.0998888333
"859940",2553616,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.8900383333,38.099625
"859945",2553624,"Fungi","Amanitaceae","Amanita","Amanita augusta",-122.88848,38.1225083333
"859961",2553654,"Fungi","Amanitaceae","Amanita","Amanita smithiana",-122.9027416667,38.1246611667
"860567",2557147,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.2260820841,37.1006213483
"861857",2559740,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.4335166667,37.6854033333
"861895",2559849,"Fungi","Amanitaceae","Amanita","Amanita augusta",-122.201869,37.157551
"862606",2561640,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.33084,37.186215
"863809",2564678,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.8506616667,38.0592583333
"863810",2564679,"Fungi","Amanitaceae","Amanita","Amanita augusta",-122.8508916667,38.0592
"864025",2565201,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.473911401,37.6646771841
"864026",2565202,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.4739239739,37.6647423534
"864027",2565204,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.4743877778,37.6647128429
"865298",2568262,"Fungi","Amanitaceae","Amanita","Amanita gemmata",-122.5394354203,37.9220371507
"866216",2570499,"Fungi","Amanitaceae","Amanita","Amanita pantherina",-121.687545,36.79757
"866814",2571850,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.7170833689,38.4811140412
"866827",2571902,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-94.5173971633,32.6920255678
"868127",2574610,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-121.942282,36.515912
"868128",2574614,"Fungi","Amanitaceae","Amanita","Amanita augusta",-121.942282,36.515912
"868184",2574691,"Fungi","Amanitaceae","Amanita","Amanita phalloides",-122.514511,37.521819
"868354",2575145,"Fungi","Amanitaceae","Amanita","Amanita pantherina",-123.479934,48.932509
"868769",2576174,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.461817,37.795243
"869611",2579463,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.239401,37.869899
"871325",2583610,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.522213,37.82926
"874008",2589944,"Fungi","Amanitaceae","Amanita","Amanita gemmata",-121.6755133333,36.8030866667
"874759",2591762,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-121.7586370813,36.6429948183
"875080",2592434,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.712307,38.46155
"875210",2592742,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.5270843506,37.8281898499
"875787",2598530,"Fungi","Amanitaceae","Amanita","Amanita velosa",-122.063298,36.988602
"876554",2600713,"Fungi","Amanitaceae","Amanita","Amanita novinupta",-122.083074,36.977147
"876854",2601324,"Fungi","Amanitaceae","Amanita","Amanita velosa",-122.1799934899,36.8061705022
"877725",2603290,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.1602945,37.79515
"878060",2604350,"Fungi","Amanitaceae","Amanita","Amanita muscaria guessowii",-89.862231,46.032768
"878644",2606211,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-94.619211,32.796839
"878901",2606703,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.5087520734,37.5588477571
"878902",2606704,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.5816013623,37.5352266881
"879908",2608929,"Fungi","Amanitaceae","Amanita","Amanita pantherina",-123.465729,48.928815
"882137",2613568,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-121.6818866667,36.8010866667
"883768",2617774,"Fungi","Amanitaceae","Amanita","Amanita velosa",-122.243671,37.406113
"884022",2618196,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-121.650781,36.853207
"885470",2621896,"Fungi","Amanitaceae","Amanita","Amanita muscaria flavivolvata",-122.421649,37.719088
"885880",2623215,"Fungi","Amanitaceae","Amanita","Amanita pantherina",-121.6511,36.852901
"886113",2623732,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.1615106052,37.8136769854
"886120",2623741,"Fungi","Amanitaceae","Amanita","Amanita muscaria flavivolvata",-122.2443355463,37.8554314957
"887043",2625972,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.3566283333,37.2261666667
"887346",2626596,"Fungi","Amanitaceae","Amanita","Amanita gemmata",-122.6017478312,38.4383566329
"887865",2627605,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.3561027778,37.2263055556
"889780",2631596,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.1725912299,37.8107733552
"890268",2632652,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.17553,37.813775
"891759",2635953,"Fungi","Amanitaceae","Amanita","Amanita constricta",-122.1319666667,37.7961716667
"892678",2638338,"Fungi","Amanitaceae","Amanita","Amanita vaginata",-122.592187,37.947404
"897437",2649627,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.8967805628,38.081587834
"898261",2651536,"Fungi","Amanitaceae","Amanita","Amanita muscaria guessowii",-75.385034,45.289947
"899018",2652955,"Fungi","Amanitaceae","Amanita","Amanita constricta",-122.1811916667,37.8098833333
"899031",2652988,"Fungi","Amanitaceae","Amanita","Amanita magniverrucata",-122.1575555,37.7925716667
"902785",2663549,"Fungi","Amanitaceae","Amanita","Amanita vernicoccora",-122.6207756457,38.4420577264
"903024",2664231,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.1693254952,37.8070342432
"905324",2671347,"Fungi","Amanitaceae","Amanita","Amanita ocreata",-120.8152752557,35.3023825726
"905454",2671564,"Fungi","Amanitaceae","Amanita","Amanita vernicoccora",-122.7549533333,38.518555
"911202",2685174,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-123.3329479337,38.5809261262
"911401",2685625,"Fungi","Amanitaceae","Amanita","Amanita gemmata",-122.266972,37.298532
"911602",2686070,"Fungi","Amanitaceae","Amanita","Amanita pantherina",-122.691728,38.573449
"912145",2687216,"Fungi","Amanitaceae","Amanita","Amanita muscaria",-122.175705,37.8147883333
"912736",2688489,"Fungi","Amanitaceae","Amanita","Amanita velosa",-122.1366750392,37.7899477923
"912739",2688495,"Fungi","Amanitaceae","Amanita","Amanita velosa",-122.1433317068,37.7947195059
